sentence,cleanliness,comfort,amenities,staff,value,wifi,location,other
"Posizione Hotel e vista tra le più belle di Napoli, chiedere però camera vista mare.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Le stanze sono molto vecchie, l'intonaco in alcuni punti è danneggiato dall'umidità, tapparelle vecchie e rotte, alcuni muri macchiati, asciugamani assenti.",neutral,negative,neutral,neutral,neutral,neutral,neutral,negative
parcheggio a mio avviso caro 25 euro al giorno per un posto scoperto,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral
Zanzare spiaccicate sui muri.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Non essendo prevista la colazione in hotel potrebbero fornire anche del caffè solubile e qualcosa da sgranocchiare.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Il ragazzo alla reception gentile e disponibile, la posizione ottima per raggiungere a piedi piazzale Loreto e quindi due linee metropolitane, ma anche per tram e bus.",neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
"Interno cortile molto carino e originale , parcheggio sufficiente mente comodo e vicino  5 10 minuti a piedi",neutral,neutral,positive,neutral,neutral,neutral,neutral,positive
"Location buona, si puo' arrivare agevolmente a piedi ovunque  ottima per il centro storico   .... la pulizia della camera ottima",positive,neutral,neutral,neutral,neutral,neutral,positive,neutral
"purtroppo il bagno era davvero piccolo, e l'albergo ha questa sensazione di poca pulizia   sensazione sbagliata   perche' situato in uno stabile antico, arredi vecchi, di un tempo , vicino la stazione centrale malfamata   invece lenzuola   asciugamani puliti     siamo stati sfortunati poiche' siamo capitati in un weekend di grandi prenotazioni pagando una pensione una stella come fosse hotel tre stelle.",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
Nella stessa via ci sono supermarket e pizzeria.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
In camera mancavano gli ormai diffusissimi  comfortables  .,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Piccolo albergo con ingresso nella galleria a pochi passi dalla Torre.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
poco cambio nelle lenzuola,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
La struttura si presenta in un posto molto comodo perché alle spalle della stazione  centrale dei treni  400 mt  e a 450 mt dalla metro Loreto.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"la struttura è moderna , pulitissima e lo stile è curato nel dettaglio.",positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
location ideale  ottima la colazione al primo piano con bella vista sul mare,neutral,neutral,positive,neutral,neutral,neutral,positive,neutral
si tratta di un affittacamere non di un albergo,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
"Personale disponibile e gentile, letto comodo, pulizia.",positive,positive,neutral,positive,neutral,neutral,neutral,neutral
Bagno in camera  condivisa da 3 persone  senza bidet e piuttosto datato.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
troppo caldo e rumori tecnici anomali,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"arrivare nella junior suite aprire la bottiglia di champagne e trovare l'idromassaggio rotto non è stato carino, soprattutto perchè ho chiamato per verificare che ci fosse nella stanza.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Mi aspettavo molto di più.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Buono il cappuccino pero,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
La colazione era un po deludente,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Colazione buona cappuccino con cornetto sfogliatella.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"La posizione è comoda per chi arriva in treno, ma dintorni discutibili, prestare attenzione.",neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
"Ottima la posizione, vicino al centro ma in una strada poco trafficata, per cui nessun rumore, personale gentile e disponibile, pulizia OK",positive,positive,neutral,positive,neutral,neutral,positive,neutral
la colazione da migliorare.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"una notte è costata 229  e la struttura non è di ultima generazione  il bagno ancora vecchio e non ristrutturato  es. solo vasca e non doccia, senza prese di corrente, ecc",neutral,negative,neutral,neutral,negative,neutral,neutral,neutral
Il mio giudizio è assolutamente negativo,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
Il personale  nella sala colazioni e' insufficiente,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Innanzitutto la location  però solo prenotando una camera fronte mare , poi da quando la Partenope non è più transitabile per le auto è diventato un posto finalmente tranquillo e godibile  prima, a causa del traffico  colorito  che passava sotto le camere di fronte al mare, non si riusciva nemmeno a dormire.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"poca  e scarsissima qualita nella colazione del  salato,no carta credito per pagare,",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
zona corridoio scale non lucida.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
La vicinanza alla stazione centrale e la cortesia del personale,neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
forse il prezzo un po'altino.,neutral,neutral,neutral,neutral,negative,neutral,neutral,neutral
Tutto tranne la wireless non funzionante nelle camere,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
8  Scarsa presenza di prese elettriche,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Ubicazione della camera   sotto livello strada , con conseguente isolamento x internet e cellulare",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Upgrade gratuito Bagno ampio Pulizia Comodità letto Parcheggio gratuito,positive,positive,positive,neutral,neutral,neutral,neutral,neutral
Ma ho trovato la stanza con il suo bagno privato pulita.,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"Il servizio della Struttura è abbastanza scarso bagno fatiscente, poco illuminato ,non rispetta quanto anticipato nella descrizione dei Servizi es,ciabatte lenzuola sporche luci da comodino non funzionanti.",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
Quella che alla fine ho dovuto prendere aveva i pavimenti sporchi o  comunque lavati con uno straccio eccessivamente sporco  in camera l'odore del deodorante era eccessivo quasi a voler nascondere non so quale odore.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
buonissima la colazione la stanza ampia e comoda,neutral,positive,positive,neutral,neutral,neutral,neutral,neutral
Spazi comuni con arredamento moderno raffinato.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Molto pulito e posizione centrale,positive,neutral,neutral,neutral,neutral,neutral,positive,neutral
Posizione strategica sia per raggiungere il centro a piedi sia coi mezzi pubblici.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Pareti della camera da rinfrescare,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Migliorare la possibilità di fermarsi davanti all hotel con l auto  parcheggio di cortesia  per scaricare i bagagli  e per ricevere le prime indicazioni  in seguito seguendo le indicazione è molto facile.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
lo staff è molto gentile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Tra gli hotel in quella zona è certamente quello con il prezzo migliore.,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
"Stanza non molto grande, ma pulita e silenziosa.",positive,negative,neutral,neutral,neutral,neutral,neutral,neutral
Location centrale vista strepitosa ...,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Se uno prenota una camera con due letti separati e ,quando glielo fai notare, ti propongono una tripla,il cui terzo letto è una brandina,che fa parte di un piccolissimo divano letto, in cui non riesci a dormire perché è troppo stretto e hai la testa tra due sponde, direi che non ci siamo proprio.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"la posizione, in pieno centro",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Buona e varia la colazione.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Era una specie di grosso appartamento riadattato.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"Le stanze piccole e il locale per la colazione le abbiamo trovate non coerenti al prezzo poi pagato, classificandosi per rapporto prezzo qualità ad un basso livello.",neutral,negative,neutral,neutral,negative,neutral,neutral,neutral
Bellissimo il piccolo giardino interno con la sala da colazione,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"era impossibile abbassare la temperatura in stanza, pe run problem aal termostato, sempre 25,8 C.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Abbiamo soggiornato per una notte e siamo stati molto bene .,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
La posizione centrale è uno dei punti di forza così come il buon livello generale della struttura.,neutral,neutral,neutral,neutral,neutral,neutral,positive,positive
"Camera silenziosa, posizione centrale.",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
Le lenzuola erano pulite e la camera in ordine.,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
Posizione centrale look moderno personale reception cordiale e gentile.,neutral,neutral,neutral,positive,neutral,neutral,positive,positive
La colazione a mio avviso buona ed abbondante.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Colazione scarsa per il tipo di struttura,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Ottima la pulizia, letto comodo.",positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
Il caffè ed il latte erano nei  thermos.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Colazione con grande varietà di alimenti.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Camera e bagno spazioso e moderno.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Fantastica la colazione offerta,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"Lo staff è stato molto disponibile, in particolar modo il receptionist Francesco è stato molto gentile, simpatico e disponibile per ogni richiesta o informazione.",neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"L'atmosfera di tranquillità dell'ambiente, il personale cortese e disponibile, la vista   dalla zona comune  su Capodimonte, l'ampiezza della camera.",neutral,positive,neutral,positive,neutral,neutral,positive,neutral
Staff molto gentile ed efficiente.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
La stanza non aveva finestre per potersi affacciare  La stanza era piena di led illuminati di qualsiasi genere e colore  In stanza si sentiva costantemente rumore di acqua e di scricchiolii vari,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"La colazione discreta, va sicuramente migliorata.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"C'è stato un certo vociare di persone nel corridoio fino a mezzanotte e un andirivieni nel bagno comune adiacente alla nostra camera, ma per il resto della notte tutto è stato tranquillo.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Bagno piccolo, ma compatibile con le stelle.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Il copriletto era macchiato.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Attrezzu vecchi e rotti,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Il fatto di aver fatto il check in in altro albergo.... e poi la colazione modesta fuori dall'hotel.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Pulizie quotidiane, bellissima la doccia con la luce blu sul soffitto",positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
Colazione non molto ricca  assenza frutta fresca,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Posizione comoda, a 5 minuti a piedi dalla stazione e 15 20 minuti a piedi dal centro storico.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Il desk potrebbe essere un po' più sorridente, un sorriso non costa nulla",neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
Bagno con sgradevole puzza di fogna,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Pare un nobile caduto in disgrazia.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Piscina molto bella con ampio mattonato.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Camera calda e confortevole.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
ottimo il fatto di aver potuto portare il mio cane.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
Quando lasciavamo l'albergo per girare in città il  receptionist  non era presente.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
Posizione perfetta per chi viaggia in treno.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Consigliatissimo per un soggiorno di puro relax.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
La mia camera pur avendo il balcone era poco luminosa.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"disponibilità del personale, la pulizia",positive,neutral,neutral,positive,neutral,neutral,neutral,neutral
La camera era fredda e la televisione non funzionava il telecomsndo ho dormito tutta la notte con la TV accesa perché non potevo spegnerla.,neutral,negative,negative,neutral,neutral,neutral,neutral,neutral
faceva caldissimo in camera e mi hanno risolto abbastanza velocemente il problema.,neutral,negative,neutral,positive,neutral,neutral,neutral,neutral
Buona la posizione vicino la stazione.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Non hanno nea che rifatto e pulito stanza e bagno al seco so gior o.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
La Sig.ra Maria in particolare molto gentile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Non si dovrebbe chiamare hotel ma pensione o B B ... gli HOTEL sono un'altra cosa.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
"Camera molto bella e moderna, ben curata e pulita.",positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
La Hall é impersonale.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Staff molto disponibile e competente.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
la posizione del hotel e' comodissima dalla stazione.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Ottima Colazione, Posizione comodissima, Stanza spaziosa",neutral,positive,positive,neutral,neutral,neutral,positive,neutral
uova e bacon perfetti,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Colazione non da 4 stelle.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Colazione semplice, completa, dolce.",neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Muri troppo fini delle stanze  si sentivano rumori e voci delle altre stanze.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Cuscino basso e molto duro.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"camerieri alla colazione disattenti, lenti e impreparati.",neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Nonostante ci , trovandosi in un vicolo, le camere sono silenziose.",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Le camere confort  non vista mare  non sono all'altezza di un 4 stelle,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Con le finestre aperte il rumore del traffico era insopportabile.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Colazione varia ed abbondante sia dolce  complimenti per le torte   che salata.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
"Cattivo odore di muffa in camera, set di cortesia carente a cominciare dalle pantofole.",negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
La palestra è imbarazzante.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"posizione ottima, staff cordiale, colazione adeguata",neutral,neutral,positive,positive,neutral,neutral,positive,neutral
L'hotel è una in zona degradata.,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
aria condizionata non regolabile,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Posizione ottima, di fronte alla stazione ma con infissi insonorizzati.",neutral,positive,neutral,neutral,neutral,neutral,positive,neutral
In camera il personale delle pulizia ha lasciato per l'intera giornata la finsetra aperta causando freddo e smog in camera,neutral,negative,neutral,negative,neutral,neutral,neutral,neutral
Camera grande e silenziosa Colazione ottima,neutral,positive,positive,neutral,neutral,neutral,neutral,neutral
Buona la colazione con vasta scelta tra dolce e salato,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Moquette nelle camere Macchia gialla di bagnato sul soffitto del bagno   set cortesia per 1 persona ma eravamo in due nella camera  non ci sono le ciabattine di spugna,negative,neutral,negative,neutral,neutral,neutral,neutral,neutral
Un vero Grand Hotel,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
"Il bagno graditissima la super doccia enorme, perciò comoda.",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"Assente l'insonorizzazione nella nostra camera, affacciando su un area con molti locali aperti fino a ora tarda.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
la camera ben insonorizzata,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
"La comodità,, un sedia",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Buona struttura in centro a Bologna,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
LA camera pulitissima e profumata come anche tutta la biancheria da letto e da bagno.,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral
"La struttura a deficienze di ampiezza, doccia piccola e non pulita a fondo, infissi compresa la porta di accesso con chiusura difettosa, all'interno di un condominio.",negative,negative,neutral,neutral,neutral,neutral,neutral,negative
Posizione eccellente Ottima colazione Staff cortese,neutral,neutral,positive,positive,neutral,neutral,positive,neutral
Piccola critica costruttiva  la colazione è da migliorare per quanto riguarda i dolci ed il cappuccino.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"Due difetti  la porta del terrazzo privato, nonostante fosse chiusa, ha sbattuto tutta la notte per il vento.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"La macchina automatica per acqua e merendine non dà resto, per cui una bottiglietta di acqua costa 2 Euro.",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
IL BAGNO IN CAMERA  TROPPO PICCOLO.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"il bagno troppo piccolo, doccia molto piccola con entrata difficoltosa, wc e bidè praticamente attaccati con quasi zero spazio per le gambe.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Personale non molto accogliente, camera poco pulita e bagno in pessime condizioni   acqua che usciva dal pavimento",negative,neutral,neutral,negative,neutral,neutral,neutral,neutral
La vista sul golfo e la colazione,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Metterei qualche bicchiere a disposizione e qualche gruccia per pantaloni,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Mancanza di professionalità da parte della proprietaria che ho visto l'ultimo giorno.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Il ragazzo che ci ha accolto era molto gentile, al nostro rientro ci ha aspettato fuori dalla porta per aprirci,il difetto é stato principalmebte il rumore della porta che dava sul balcone, grattava in terra ed era fastidiosissima, per non parlare dello sciacquone che non funzionava.",neutral,negative,neutral,positive,neutral,neutral,neutral,neutral
ottima sistemazione in una camera di ampie dimensioni ed adeguata alle stelle dell'albergo.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
La stanza è   monacale  e se non si accende il condizionatore si rischia di soffocare.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
La doccia perdeva acqua,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Staff gentile e disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"Hotel di classe situato in una posizione incantevole, fonte mare il Castello nel suo borgo marinaro  a  sinistra il Vesuvio e a destra Posillipo Non si può chiedere di più.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Facilità di collegamento con l'aeroporto,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Cortesia del personale, posizione",neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Staff gentilissimo e disponibilità,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"l'ubicazione è davvero infelice, a colazione piatti di carta e in bagno sapone liquido tipo a casa",neutral,neutral,negative,neutral,neutral,neutral,negative,neutral
"L'hotel non è vicinissimo al centro, ma gode comunque di una buona posizione per chiunque si voglia spostare con la macchina.",neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
Sala breakfast bellissima ricavata da un teatro del 700 800 ristrutturato,neutral,neutral,neutral,neutral,neutral,neutral,neutral,positive
"la stanza 284 al 2  piano è da evitare, su  due livelli con scala stretta e ripida scomodissima e pericolosa  che collega la zona letto, sul soppalco, al  bagno   la finestra è su un pozzo luce puzzolente e chiassoso, con rumore di piatti e odori di mensa   la stanza è senza aria, buia e con condizionamento poco efficace",negative,negative,neutral,neutral,neutral,neutral,neutral,neutral
Il letto molto comodo,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
In ogni caso la fermata del bus è comodissima di fronte all'hotel.,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Il personale e' cortese e' veloce nello sbrigare le procedure di check in e check out.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Ma non c'è nemmeno campo telefono wind...,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative
Durante la notte ho sofferto poco poco il caldo.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
il personale è molto cortese,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
"Secondo non ci è piaciuto il WC perché era per disabili, non era il massimo della comodità.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
anche la piscina è gestita in maniera disorganizzata.,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Forse le camere sono un pò datate,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Rapporto qualità prezzo molto buono.,neutral,neutral,neutral,neutral,positive,neutral,neutral,neutral
Staff cordiale e disponibile.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Ambiente un po troppo minimalista con troppo uso del bianco.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
I cuscini odorano di sudore.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Pur nelle dimensioni ridotte degli spazi estrema ricercatezza nei particolari e soprattutto personale eccezionale a livello di competenza e cordialita'.,neutral,negative,neutral,positive,neutral,neutral,neutral,positive
Stanza molto bella e pulita.,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
"piu che in albergo sembrava di stare in appartamento, situato all interno di un palazzo  rumori continui di sirene ,schiamazzi ,il telefono che squillava in continuazione  e alla quale nessuno rispondeva, tutto questo in piena notte  e assolutamente non classificabile come un quattro stelle",neutral,negative,neutral,neutral,negative,neutral,neutral,neutral
Molto gentile lo staff di colazione ristorante.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Posizione ottimale,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"La stanza carina, non molto grande.",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Prezzo esagerato per l accesso alla spa,neutral,neutral,negative,neutral,negative,neutral,neutral,neutral
"Il condizionatore  che non raffredda come dovrebbe....fateli controllare  è posizionato sopra la finestra, per tanto se si chiude la tenda  per avere un po  di privacy  è come se non ci fosse e la camera non viene rinfrescata.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Ottima posizione sulla centralissima Via Toledo a pochi metri dalla fermata omonima della metro.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Colazione piuttosto ricca con bella veduta sul golfo,neutral,neutral,positive,neutral,neutral,neutral,neutral,neutral
Disponibilità e cortesia del personale.,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
posizione vicino alla stazione ferroviaria.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Alla 3  segnalazione dopo circa 3 ore invece di proporre un'altra stanza con riscaldamento funzionante  opzione fattibile visto che l'albergo non era pieno  mi hanno portato una stufetta che a metà notte ha smesso di funzionare pure quella... lascio a voi immaginare come mi sono alzato alla mattina... Avrò modo di segnalare l'evento al nostro ufficio viaggi aziendale che cura le prenotazioni per tutto il Gruppo  circa 9000 dipendenti .,neutral,negative,negative,negative,neutral,neutral,neutral,neutral
Il condizionamento della stanza  termosifoni al massimo senza possibilità di regolazione.,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Wifi funzionava male è pessima copertura di rete,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
IL BAGNO NON PULITO.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Il letto era piu piccolo dello standard,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Phon,asciugamani, shampoo e carta igienica non presenti nel bagno,li abbiamo dovuti chiedere alla reception.",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"La sporcizia e non funzionava niente di niente,la cameriera che pulisce mentre ti stai gestendo,senza nemmeno spazzare dava lo straccio....ma che schifo le foto sono della camera come l ho trovata,non l avevano mai pulita.",negative,negative,neutral,negative,neutral,neutral,neutral,neutral
Stanza quadrupla spaziosa e accogliente.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Buonissima posizione e personale accogliente.,neutral,neutral,neutral,positive,neutral,neutral,positive,neutral
ritardo nel rifacimento della camera,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
"camere carine, tutto nella norma.",neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Camere pulite e letto comodo,positive,positive,neutral,neutral,neutral,neutral,neutral,neutral
Bella struttura comoda per la stazione  molto consigliata se siete di passaggio,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
Colazione abbondante e personale molto cortese sempre con il sorriso,neutral,neutral,positive,positive,neutral,neutral,neutral,neutral
Letto riposante e confortevole.,neutral,positive,neutral,neutral,neutral,neutral,neutral,neutral
Nella capitale delle sfogliatelle e del babà neppure l'ombra,neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
Spazi ampi camere comode e spaziose il tutto accompagnato da una buona colazione.,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
L'accoglienza non è stata calorosa.,neutral,neutral,neutral,negative,neutral,neutral,neutral,neutral
"Vicini di stanza che anziché dormire e pensare a loro, pensano di accusarti ingiustamente di rumori di acqua provenienti dal tuo bagno  Era meglio che pensansassero a rilassarsi anziché rompere gli altri",neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
Wi Fi da migliorare,neutral,neutral,neutral,neutral,neutral,negative,neutral,neutral
Non è a 10 min a piedi dalla stazione centrale ma ne servono almeno 20,neutral,neutral,neutral,neutral,neutral,neutral,negative,neutral
Vicinissimo alla stazione centrale e alla fermata Delle navette aereoportuali.,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"Le camere erano pulite ma molto piccole , tuttavia confortevoli anche se con un odore di chiuso.",positive,negative,neutral,neutral,neutral,neutral,neutral,neutral
Camera molto bella e pulita.,positive,neutral,neutral,neutral,neutral,neutral,neutral,positive
"Stanza con evidente polvere nei mobili, colazione al di sotto delle aspettative considerato il costo  15 euro .",negative,neutral,negative,neutral,negative,neutral,neutral,neutral
Non piacevole poi aver trovato un paio di capelli nell'asciugamano e sul letto.,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral
Le cimici nella suite imperial e il frigobar a pagamento in una suite....15 euro di colazione a testa....,negative,neutral,negative,neutral,negative,neutral,neutral,neutral
"Posizione Eccellente, tranquilla addiacente al centro storico.",neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral
"A due passi dalla stazione e dal centro, ho raggiunto tutto a piedi  Molti ristoranti nelle vicinanze.",neutral,neutral,neutral,neutral,neutral,neutral,positive,positive
La  camera era eccessivamente calda nella notte,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Eccellente hotel, buona posizione e ottima la presenza del parcheggio a pagamento adiacente e convenzionato con la struttura",neutral,neutral,positive,neutral,neutral,neutral,positive,neutral
Il personale molto gentile e disponibile,neutral,neutral,neutral,positive,neutral,neutral,neutral,neutral
Non si riusciva a dormire perché le finestre non isolavano i frastuoni che arrivavano dalla strada,neutral,negative,neutral,neutral,neutral,neutral,neutral,neutral
"Infine, la localizzazione in google maps non è corretta",neutral,neutral,negative,neutral,neutral,neutral,neutral,neutral
