sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
"Va senz'altro bene per due maschi che 'si adattano' e che hanno come primo obiettivo quello di visitare la città in lungo ed in largo  con mia moglie, ad esempio, non ci andrei mai.",0,0,0,0,1,0,0,0
Posizione Rapporto qualità prezzo Staff disponibile,0,0,0,1,1,0,1,0
la stanza non da 4 stelle,0,0,0,0,0,0,0,1
Ottima posizione a pochi passi dal porto e dalla bellissima piazza plebiscito.,0,0,0,0,0,0,1,0
"Confortevole, silenzioso e accoglienza molto piacevole da parte dello staff dell'hotel.",0,1,0,1,0,0,0,0
"Addebito su carta di credito prima dell'orario di arrivo comunicato, contrariamente a quanto è indicato nell'offerta.",0,0,0,0,0,0,0,1
"Unica nota dolente, ma facilmente rimediabile, troppo caldo nella camera.",0,1,0,0,0,0,0,0
"Colazione di bassa qualità, servizio scadente  15 minuti per un espresso dopo averlo chiesto due volte Arredi del bagno in camera davvero da pensione old fashioned  doccia con pannelli mobili e non un box fisso, senza piatto doccia ma con scarico nel pavimento on conseguente allagamento dell'intero bagno.",0,1,1,1,0,0,0,0
"Hotel vecchio e fatiscente,nessuna cura dell ospite,armadio rotto,sanitari scadenti e pulizia dubbia.",1,1,0,1,0,0,0,1
Cornetti un po' duri e piccoli.,0,0,1,0,0,0,0,0
Troppo macchinoso chek in  out,0,0,1,0,0,0,0,0
"Camera singola quasi claustrofobica, priva di un tavolinetto o sedia  solo un semplice sgabello , lavandino del bagno talmente minuscolo da essere di difficile praticabilità.",0,1,0,0,0,0,0,0
Era molto ma molto curato e completo anche di cucina per potersi fare un caffè o un thè.,0,0,1,0,0,0,0,0
Colazione ottima e abbondante .,0,0,1,0,0,0,0,0
Struttura piccola ma carina e ben tenuta anche se non modernissima.,0,0,0,0,0,0,0,1
Camere e bagno da ristrutturare,0,1,0,0,0,0,0,0
Le camere sono vecchie e anguste,0,1,0,0,0,0,0,0
Dispenser sapone bagno vuoto.,0,1,0,0,0,0,0,0
"La posizione è ottima e la zona vivace per shopping, passeggiate, visita della città.",0,0,0,0,0,0,1,0
Camera al primo in cui si sentivano dal mattino presto tutti i discorsi della hall,0,1,0,0,0,0,0,0
Le foto del sito non rappresentano la realta'e la stanza purtroppo lo ha  dimostrato.,0,1,0,0,1,0,0,0
"Le pareti non sono insonorizzate, forse perché la camera era a piano terra,si sentivano anche le voci della gente che entrava e usciva dall'ingresso.",0,1,0,0,0,0,0,0
"Struttura silenziosa e comfortevole, servizi di alto livello.",0,1,0,0,0,0,0,0
La posizione ottima e la vista mare dalla stanza.,0,0,0,0,0,0,1,1
"Edificio antico tutto sporco e diroccato, stanza al terzo piano senza ascensore, ci hanno dato una stanza con 2 letti matrimoniali e uno singolo ed eravamo solamente in due.",0,1,0,0,0,0,0,0
La posizione in cui era situata la struttura molto vicina alla Stazione Centrale e a poche fermate di metro dal Duomo,0,0,0,0,0,0,1,0
Posizione dell'hotel vantaggiosa soprattutto per pause di viaggio  10 min in macchina dalla stazione ferroviaria .,0,0,0,0,0,0,1,0
Colazione ottima e abbondante prrsonale gentilissimo,0,0,1,1,0,0,0,0
"E' un albergo a una sola stella, con bagno in comune fra due stanze, ma molto centrale e vintage, con aspetto da vecchia residenza e mobilia d'antan.",0,0,0,0,0,0,1,0
personale addetto al check in out tanto indaffarato da offrire il minimo di accoglienza considerate le 4 stelle.,0,0,0,1,0,0,0,0
Abbiamo cenato per necessità al ristorante interno  cibi precotti surgelati pessimi con un prezzo esagerato per la qualità offerta.,0,0,1,0,1,0,0,0
"La camera carina seppur essenziale era un po' scomoda in quanto disposta su due livelli con poco spazio per bagagli, e di notte non è comodo scendere le scale se uno ha necessita del bagno.",0,1,0,0,0,0,0,0
Posizione ottima  centralissimo .,0,0,0,0,0,0,1,0
"Le camere sono a posto, il prezzo è basso",0,0,0,0,1,0,0,1
presenti più clienti che tavoli disponibili per la colazione,0,1,1,0,0,0,0,0
"Personale gentile e disponibil, ottima posizione consigliato per soggiorni brevi",0,0,1,0,0,0,1,0
"Ottima posizione, esattamente in centro, stazione fs raggiungibile a piedi.",0,0,0,0,0,0,1,0
Ingresso dell'hotel non accessibile con le carrozzine.,0,0,1,0,0,0,0,0
La colazione molto ricca e il cenone di capodanno è stato veramente ottimo.,0,0,1,0,0,0,0,0
"La camera era molto grande, così come il bagno.",0,1,0,0,0,0,0,0
stile moderno in uno stabile d'epoca.,0,0,0,0,0,0,0,1
"Nonostante l'hotel fosse stato informato sin dalla prenotazione della mia celiachia e intolleranza al lattosio,  la prima colazione era totalmente sprovvista di prodotti senza glutine.",0,0,1,0,0,0,0,0
L'arredo bianco vintage delle stanze compensa gli ambienti un po piccoli.,0,1,0,0,0,0,0,0
"ottima se si arriva in auto privata, con mezzi pubblici è complicato raggiungere la struttura",0,0,0,0,0,0,1,0
"Pochi parcheggi, oltrettutto scomodi.",0,0,1,0,0,0,0,0
Personale molto gentile e disponibile,0,0,0,1,0,0,0,0
"La doccia   , il coso spruzzava dappertutto , se il calcare sarà rimosso  viacal fa la magia, oppure, mettete il    in un sacchetto con aceto per un tempo  , l acqua nn arrivava fino al letto , più che nn è la prima volta detto.",0,1,0,0,0,0,0,0
"Posizione ottimale, camera pulita, staff gentile, colazione piccola ma con cappuccino vero.",0,1,1,1,0,0,1,0
Camere pulitissime e ottima colazione.,1,0,1,0,0,0,0,0
Personale estremamente cortese e disponibile,0,0,0,1,0,0,0,0
"La connessione è abbastanza veloce, nonché le stanze ben insonorizzate con materassi comodissimi.",0,1,0,0,0,1,0,0
Il personale molto gentile.,0,0,0,1,0,0,0,0
La zona che lo circonda non è delle gran che... purtroppo privo di parcheggio privato ... camera buona presa un doppia in offerta alla fine ci hanno dato una quadrupla ...,0,0,1,0,1,0,1,0
"leto comodo, doccia ampia, a colazione piccola pasticceria calda e buona Vista spettacolare dalla hall e dalla sala colazione",0,1,1,0,0,0,0,1
Personale gentile e disponibile.,0,0,0,1,0,0,0,0
Caffè e cappuccino prodotti da macchina automatica.,0,0,1,0,0,0,0,0
"La pulizia nella stanza la facevano tutti i giorni,compreso cambio tovaglie tutti i giorni,per essere un hotel ad una stella va bene.",1,0,0,0,1,0,0,0
Ottima posizione buon rapporto qualità prezzo,0,0,0,0,1,0,1,0
Balcone infelice e sporco.,1,0,0,0,0,0,0,0
Grande cortesia del personale e struttura rinnovata da poco,0,0,0,1,0,0,0,1
Posizione ottima e bellissima vista dal ristorante della colazione.,0,0,0,0,0,0,1,1
La posizione dell'hotel è vicina alla stazione ferroviaria,0,0,0,0,0,0,1,0
Posizione comoda per la stazione e per il centro.,0,0,0,0,0,0,1,0
Pulizia impeccabile e posizione perfetta per raggiungere il centro storico.,1,0,0,0,0,0,1,0
"Rumore fastidioso proveniente dal  condizionatore,sono stato costretto a chiedere il cambio della camera a mezzanotte passata,comunque prontamente accontento dallo staff",0,1,0,0,0,0,0,0
Luminoso,0,0,0,0,0,0,0,1
Moquette e asciugamani molto sporchi.,1,0,0,0,0,0,0,0
ottima posizione al centro di Bologna,0,0,0,0,0,0,1,0
Il personale di sala e alla reception è cordiale e disponibile.,0,0,0,1,0,0,0,0
"Struttura centralissima ottima per spostarsi a piedi, nuovissima, camera e bagno grandi, cani ammessi senza supplemento, staff cordiale",0,1,1,1,0,0,1,0
Letto enorme e comodo.,0,1,0,0,0,0,0,0
Sky non funzionante,0,0,1,0,0,0,0,0
"maniglia della porta del bagno malamente aggiustata con un avite a vista, tracce di umido tra il pavimento ed il miuro del bagno vicino alla doccia e ai piedi dello stipite della porta, pochissimo bagno schiuma nel dispenser a muro",0,1,0,0,0,0,0,0
Puzza di fumo e di muffa.,1,0,0,0,0,0,0,0
"Hotel centrale, la stanza ampia e il personale veramente gentile",0,1,0,1,0,0,1,0
Buon rapporto qualità prezzo.,0,0,0,0,1,0,0,0
"La colazione veramente super, varia sia nel dolce che nel salato, e di ottima qualità almeno per quello che abbiamo assaggiato.",0,0,1,0,0,0,0,0
Il letto doppio composto da due materassi singoli e dormire era UNA GRANDE TORTURA.,0,1,0,0,0,0,0,0
Per la colazione la brioche vegana immangiabile,0,0,1,0,0,0,0,0
Camera carina con un letto comodo e un ampio bagno con doccia e vasca.,0,1,0,0,0,0,0,0
Ottima posizione,0,0,0,0,0,0,1,0
mancanza del box doccia  solo vasca,0,1,0,0,0,0,0,0
"Posizione per vicinanza a Napoli e pozzuoli,piscina",0,0,1,0,0,0,1,0
Albergo molto carino personale gradevole,0,1,0,1,0,0,0,0
Materasso comodo e larghissimo.,0,1,0,0,0,0,0,0
"Niente bidè nella nostra stanza La colazione ha un ottimo rapporto qualità prezzo  3,5 .",0,1,1,0,0,0,0,0
Personale davvero poco cordiale con accoglienza alla reception rivedibile.,0,0,0,1,0,0,0,0
Sinceramente allo stesso prezzo ho soggiornato in ostelli decisamente più gradevoli.,0,0,0,0,1,0,0,0
"Pagare 10 euro di parcheggio , in questa zona   parliamo della zona fiera    , poco mi è piaciuto .",0,0,0,1,0,0,0,0
Camera doppia ma il letto era una piazza e mezzo e c'era un solo cuscino.,0,1,0,0,0,0,0,0
Camera molto confortevole e pulita,1,1,0,0,0,0,0,0
colazione con ampia scelta.,0,0,1,0,0,0,0,0
La camera si presenta addobbata all'ultimo minuto in maniera precaria.,0,0,0,0,0,0,0,1
"Il bagno un po' piccolo, ma comunque molto pulito",1,1,0,0,0,0,0,0
posizione strategica per visitare Napoli.,0,0,0,0,0,0,1,0
"Impossibile gestire la temperatura della stanza che rimaneva tra i 17 e, solo dopo tutta la notte arrivava ad una temperatura di 18 gradi.",0,1,0,0,0,0,0,0
Vicinanza con strada trafficata e ospedale non davano un comfort acustico sufficiente all'interno della stanza.,0,1,0,0,0,0,1,0
ottima colazione vista mare,0,0,1,0,0,0,1,0
Colazione incredibile per quantità di offerta e qualità dei prodotti.,0,0,1,0,0,0,0,0
Stanze un po  piccole ed eccessivamente calde.,0,1,0,0,0,0,0,0
Albergo in posizione centralissima  vicinissimo a Piazza San Domenico e Sam Biagio dei Librai  pulito ad un prezzo abbordabile.,1,0,0,0,1,0,1,0
La camera ricavata dalla fine del corridoio e spacciata per camera superscontata.,0,0,0,0,0,0,0,1
La tv fuori uso.,0,0,1,0,0,0,0,0
"stanza ben ordinata e pulita, bagno comodo con una doccia super, colazione ben servita e ricca di offerte per ogni gusto, posizione decentrata ma comoda per raggiungere il centro città, soggiorno ricordevole.",0,1,1,0,0,0,1,0
La camera per disabili ha un bagno molto datato e trascurato al quale dare due stelle.,0,1,0,0,0,0,0,0
"Hotel accogliente e Staff disponibile , ho richiesto per la colazione un trattamento particolare a causa delle mie intolleranze alimentari e mi hanno confermato nel giro di pochi minuti la loro disponibilità , la camera pulitissima e molto accogliente .",1,1,1,1,0,0,0,0
"Stanza pulita e confortevole,  materasso comodo , buona colazione e personale addetto davvero  davvero gentile e accomodante.",1,1,1,1,0,0,0,0
Tavolino che non può servire come tavolo di lavoro.,0,1,0,0,0,0,0,0
"Aria condizionata funzionante ma un po' rumorosa, doccia a temperatura costante, colazione varia ma un po' cheap, fatto check in all'1 30 di notte senza problemi.",0,1,1,0,0,0,0,1
Pulizia e cordialità del personale.,1,0,0,1,0,0,0,0
"niente da reclamare, tutto perfetto",1,1,1,1,1,1,1,1
"Mancava il bidet, piccolo dettaglio negativo",0,0,1,0,0,0,0,0
Struttura abbastanza curata e ben tenuta colazione abbastanza ricca e varia,0,0,1,0,0,0,0,1
"Poco parcheggio per chi arriva in sito, colazione potenziabile",0,0,1,0,0,0,0,0
Non e' centralissimo anche se nn molto distante dal centro,0,0,0,0,0,0,1,0
La struttura va considerata più come una pensione che un vero e proprio hotel.,0,0,0,0,0,0,0,1
Pulizia eccellente,1,0,0,0,0,0,0,0
L'addetto alla reception al check in poco professionale   ha accolto me e i miei figli quasi se fossi lì per chiedere informazioni e stupito che avessi una prenotazione .,0,0,0,1,0,0,0,0
La pulizia degli ambienti comuni e della stanza era buona.,1,0,0,0,0,0,0,0
"la colazione e' molto curata, con frutta fresca anche il pomeriggio, a disposizione",0,0,1,0,0,0,0,0
"La posizione centrale, tranquillità, cortesia del personale",0,1,0,1,0,0,1,0
Scomodità hotel al IV piano,0,1,0,0,0,0,0,0
La camera è risultata assolutamente troppo piccola con un letto matrimoniale in realtà ad una piazza e mezzo,0,1,0,0,0,0,0,0
X me andava bene tutto x mio marito no,0,0,0,0,0,0,0,1
Stanze troppo piccole e senza scrivania,0,1,0,0,0,0,0,0
Sorpresa piacevole il sistema audio gestibile da bluetooth.,0,0,1,0,0,0,0,0
"Buona colazione, wi fi rapido anche ai piani alti, camera pulita.",1,0,1,0,0,1,0,0
Wi Fi deve essere gratis,0,0,0,0,0,1,0,0
A seguito di tale carenze il costo per notte è risultato esorbitante benche si deve considerare  il fatto che  durante il ponte dell'Immacolata il prezzo  probabilmente sarà più alto rispetto ad altri giorni.,0,0,0,0,1,0,0,0
"Mancavano le asciugamani e il phon, diversamente da quanto scritto sul sito e confermato nella prenotazione e telefonicamente.",0,1,0,0,0,0,0,0
"Personale cordiale e disponibile, posizione perfetta per visitare il centro a piedi.",0,0,0,1,0,0,1,0
Ho dovuto posizionare sotto  uno dei due sportelli due monete metalliche per evitare l'allagamento del bagno.,0,1,0,0,0,0,0,0
Le uova la mattina  Top,0,0,1,0,0,0,0,0
lo staff molto scortese,0,0,0,1,0,0,0,0
"Sala colazione bella da vedere,buffet abbondande ma non di qualità anche se collaborano con Eataly.",0,0,1,0,0,0,0,0
curerei meglio i particolari nell'arredo,0,0,0,0,0,0,0,1
Parcheggio esterno gratuito piccolo in confronto alla ricettività della struttura.,0,0,1,0,0,0,0,0
"Credo che il prezzo sia troppo elevato, è pur sempre un 3 stelle.",0,0,0,0,1,0,0,0
Scarico del bagno con doccino,0,1,0,0,0,0,0,0
Un po' caro il servizio in camera  8 euro .,0,0,0,0,1,0,0,0
"Comodo il letto, buona la colazione, gentile lo staff, ottima la possibilità di lasciare il bagaglio l'ultimo giorno.",0,1,1,1,0,0,0,0
Gli arredi sono vecchi e la struttura non è all'altezza del prezzo richiesto,0,1,0,0,1,0,0,0
Sarebbe ideale avere più mezzi di trasporto intorno ma non è colpa dell'albergo,0,0,1,0,0,0,0,0
Bagno pulito e letto comodo.,0,1,0,0,0,0,0,0
Check in e Check out rapidi.,0,0,0,1,0,0,0,0
"L'hotel e abbastanza costoso soprattutto in alcuni periodi, ma in buona parte li vale",0,0,0,0,1,0,0,0
"Grazie eh  Nessun asciugamano, fortuna ne avevo portato uno.",0,0,1,0,0,0,0,0
"Pur non dipendendo dall'albergo esiste una collusione tra taxisti che giocano sul nome dell'Hotel, ti portano ad un altro Hotel Decumani e poi ti tocca chiamare un altro taxi",0,0,0,0,0,0,0,1
"Struttura silenziosa, personale gentile e disponibile, buona conoscenza della lingua inglese.",0,1,0,1,0,0,0,0
Il frigobar della camera non funzionava  può capitare,0,0,1,0,0,0,0,0
"Le camere non sono pulite  le lenzuola del letto avevano macchie ovunque , i bagni di male in peggio... tutti i bagni sono condivisi, anche se prendete una stanza matrimoniale.",1,0,0,0,0,0,0,0
La posizione è l'ideale per la visita del centro storico,0,0,0,0,0,0,1,0
Lo consiglio senza alcun dubbio.,0,0,0,0,1,0,0,0
Non funzionava l'aeratore in bagno.,0,1,0,0,0,0,0,0
Un signore che dormiva nella nostra stanza che russava come un trattore,0,0,0,0,0,0,0,1
La posizione era ottima,0,0,0,0,0,0,1,0
Posizione centrale ma tranquilla.,0,1,0,0,0,0,1,0
Le sfogliatelle ricce a colazione.,0,0,1,0,0,0,0,0
La pulizia scarsa,1,0,0,0,0,0,0,0
doccia minuscola,0,1,0,0,0,0,0,0
La colazione non all'altezza delle aspettative e il parcheggio troppo trafficato purtroppo per posizione logistica da gente non propriamente affidabile.,0,0,1,0,0,0,0,0
Non funzionava la tv,0,1,0,0,0,0,0,0
Camera un po' trascurata e mancanza teli da doccia.,0,1,0,0,0,0,0,0
Bello il rooftop con vista sulla città   peccato  non fosse aperto il bar visto che era inverno.,0,0,1,0,0,0,0,1
Le foto proposte nel sito e da Booking non corrispondono al vero.,0,0,0,0,0,0,0,1
5  Porte del box doccia rotte,0,1,0,0,0,0,0,0
La vicinanza alla stazione,0,0,0,0,0,0,1,0
"fronte porto, e la colazione con le sfogliatelle.",0,0,1,0,0,0,1,0
Personale gentile ma insoddisfatto per tutto il resto,1,1,1,1,1,1,1,0
"Posizione eccellente, silenzioso pur essendo in posizione centrale.",0,1,0,0,0,0,1,0
In generale l'alberogo è ben strutturato e confortevole e situato in posizione strategica,0,1,0,0,0,0,1,1
"La posizione , la camera spaziosa, letto e cuscini comodi, parcheggio funzionale",0,1,1,0,0,0,1,0
"Niente,uno schifo assoluto credo che mi farò restituire i miei soldi",0,0,0,0,0,0,0,1
"Attento e premuroso lo staff, che ha provveduto al cambio della stanza.",0,0,0,1,0,0,0,0
Il collegamento al Wifi dovrebbe essere più semplice e immediato inoltre la linea non adeguata.,0,0,0,0,0,1,0,0
Uno spritz aperol a 10 euro credo sia eccessivo,0,0,0,0,1,0,0,0
il parcheggio troppo caro,0,0,1,0,0,0,0,0
La scortesia del personale alla reception.,0,0,0,1,0,0,0,0
Le stanze sono piccole ma realizzate nel miglior modo possibile nella antica struttura.,0,1,0,0,0,0,0,0
Ottima posizione in centro storico.,0,0,0,0,0,0,1,0
"Hotel abbastanza carino, situato al centro di Milano praticamente su corso buenos ares  Ha il necessario per passare una notte tranquilla, pulizia abbastanza buona  Mancano alcune piccole cosa come asciugamani, o campioncini di bagnoschiuma e saponette ma sono cose di secondaria importanza  Ottimo per ragazzi giovani che vogliono uscire la sera e posso tornare a piedi, zona un p  chiassosa la notte",0,0,1,0,0,0,1,0
non si può tenere così un hotel nel centro di Napoli.,0,0,0,0,0,0,0,1
"Situata a due passi dalla stazione centrale, consigliatissima.",0,0,0,0,0,0,1,0
Di fronte alle mie rimostranze la risposta è stata   non è un problema mio e comunque sono cose che succedono .,0,0,0,1,0,0,0,0
"Vicino trovate anche il giardino botanico, ingresso gratuito.",0,0,0,0,0,0,1,0
"Qualità del sonno, ovvero migliorare l'insonorizzazione delle camere",0,1,0,0,0,0,0,0
"Per essere un Hotel 4 Stelle pensavo di trovare di meglio  al momento della prenotazione  circa metà del mese di ottobre  non pensavo di dover soggiornare in un bilocale  a detta del personale la miglior  suite  che avevano  situato, però, all'esterno della struttura principale  certamente ho capito male io... ma non penso... .",0,0,0,0,0,0,0,1
a colazione i cornetti sono riempiti al momento con una crema buonissima,0,0,1,0,0,0,0,0
"la posizione sotto i ponti della tangenziale,anche se era di mattina presto niente colazione solamente un caffe pessimo in cialde ,un cappuccino mediocre e' la cosa vista solamente di mattina i cuscini sotto le federe di una sporcizia assoluta ,la camera 110 piccolissima i muri che hanno bisogno di una tinteggiatura e non basta mettere un profumatore di ambienti per celare non so cosa ,.",1,1,1,0,0,0,1,0
lo consiglio a tutti.,0,0,0,0,0,0,0,1
Posizione comoda di fianco alla stazione ma con  popolazione  che ci si può aspettare nei pressi di una stazione.,0,0,0,0,0,0,1,0
Le stanze puzzavano di chiuso.,0,1,0,0,0,0,0,0
Le stanze al primo piano sopra la sala colazione dalle 8 del mattino vengono disturbate dallo spostamento delle sedie nella sala sottostante,0,1,0,0,0,0,0,0
"Buona la colazione, staff molto gentile, posizione impagabile per chi ama un pò di caos e movimento.",0,0,1,1,0,0,1,0
"Però  almeno era pulito,portatevi gli asciugamani c'era solo un telo grande da bagno.",1,1,0,0,0,0,0,0
"La posizione è comoda per muoversi, si accede facilmente alla stazione, ma piuttosto brutta per ciò che circonda l'hotel.",0,0,0,0,0,0,1,0
"Il recente rinnovamento della struttura, anche se con mobili Ikea è di piacevolissimo impatto.",0,0,0,0,0,0,0,1
"Migliorare la colazione per un albergo del genere è d'obbligo, croissant piccoli e duri e frutta acerba",0,0,1,0,0,0,0,0
"a partire dalle foto di booking che non rispecchiano la struttura, stanze fredde e sporche e bagno maleodorante, colazione scarsa",1,1,1,0,0,0,0,0
"Ottima posizione, personale accogliente e gentile, camera originale",0,0,0,1,0,0,1,1
Migliorerei il servizio asciugamani e lenzuola che deve essere pagato a parte.,0,0,1,0,0,0,0,0
"Imparare a fare il cappuccino, Evitare le riunioni di ospiti con la loro guida in piena sala prima colazione,",0,1,1,0,0,0,0,0
"Ottimo raporto qualità prezzo, posizione strategica per chi vuole visitare il centro storico.",0,0,0,0,1,0,1,0
Letti comodi  Ottima posizione della struttura.,0,1,0,0,0,0,1,0
la struttura si trova nel centro di Napoli.,0,0,0,0,0,0,1,0
aggiungerei un attaccapanni nelle stanze e mancava il tappetino per la doccia,0,0,1,0,0,0,0,0
Posizione centrale buona per una breve visita della città.,0,0,0,0,0,0,1,0
Colazione varia e ottima,0,0,1,0,0,0,0,0
"Camera  306  molto sobria e piccola, dimensioni letto minime, potenza lampadine troppo bassa, qualche piccola imperfezione nella pulizia, solo essenziali gadget.",1,1,0,0,0,0,0,0
Nella camera c'era un bollitore per prepararsi un the ma la spina non entrava nell'unica presa di corrente.,0,0,1,0,0,0,0,0
struttura di livello superiore pulita  silenziosa,1,1,0,0,0,0,0,1
I prezzi del parcheggio e della colazione veramente sproporzionati.,0,0,0,0,1,0,0,0
Decisamente meglio la deluxe che ho già occupato altre volte e con costi inferiori.,0,0,0,0,0,0,0,0
tutto molto bello e professionale,0,1,1,1,1,0,0,0
Il wifi non prendeva nella mia camera  ritengo comunque sia stato un semplice caso .,0,0,0,0,0,1,0,0
L'arredo e gli infissi delle camere sono da sistemare.,0,0,0,0,0,0,0,1
Posizione buona per metro',0,0,0,0,0,0,1,0
è distante dal centro città.,0,0,0,0,0,0,1,0
Per la prima e seconda notte la camera che ci avevano assegnato non era affatto delle migliori.,0,1,0,0,0,0,0,0
"E' un po fuorimano rispetto alle attrazioni turistiche della città, e dal centro negli orari di punta ci vuole un po prima di arrivare in albergo visto il traffico.",0,0,0,0,0,0,1,0
I bagni ...un po' datati.,0,0,0,0,0,0,0,1
"La suite comoda e lussuosa, il rapporto qualità prezzo, la posizione comoda da raggiungere in auto, il ristorante la colazione",0,1,0,0,0,0,1,0
Camera un po' piccola,0,1,0,0,0,0,0,0
"Anche se la vista è magnifica l'hotel è in una posizione infelice per chi, come me, doveva muoversi per lavoro.",0,0,0,0,0,0,1,0
Per il prezzo la camera era un po piccola,0,1,0,0,1,0,0,0
"Ottima posizione, bella la camera e buona la colazione",0,0,1,0,0,0,1,1
"Un plauso al portiere di notte,  gentilissimo,  professionale e sorridente.",0,0,0,1,0,0,0,0
"Ampiezza delle stanze, troppi letti in poco spazio",0,1,0,0,0,0,0,0
"Le stanze sono troppo piccole per un albergo del genere , è chiaro che solo alcune sono così piccole ma non si sarebbero dovute fare di queste dimensioni comunque",0,1,0,0,0,0,0,0
"Nel complesso un buon Hotel, forse un po' carente per essere un 4 stelle.",0,0,0,0,0,0,0,1
Materasso molto duro e scomodo,0,1,0,0,0,0,0,0
buona la posizione vicino alla stazione e alla metro,0,0,0,0,0,0,1,0
"Ottima la cena nell'hotel,servita da personale gentilissimo,locale tranquillo",0,1,1,1,0,0,0,0
stanza un filino piccola,0,1,0,0,0,0,0,0
Arredata con stile moderno,0,0,0,0,0,0,0,1
"Anche la stanza,ottima,abbiamo riposato bene.",0,1,0,0,0,0,0,0
Abbiamo alloggiato in questo albergo solo una notte per via della fiera in corso...lo staff sin dall accoglienza è stato molto cordiale e gentile nel darci indicazioni riguardo il raggiungimento della fiera e riguardo la città.,0,0,0,1,0,0,0,0
Ero ad un congresso e ho potuto usufruire della connessione wi fi sia in camera che al centro congressi.,0,0,0,0,0,1,0,0
Nonostante la vicinanza della stazione di Bologna è risultata silenziosa e ben isonorizzata.,0,1,0,0,0,0,0,0
"Breakfast eccellente, silenziosità, stanza e bagno spaziosi",0,1,1,0,0,0,0,0
"ottima ricezione e ottima colazione ,",0,0,1,1,0,0,0,0
"Camera bella, essenziale chiara con bagno fenestrato   raro in città .",0,0,0,0,0,0,0,1
Il bagno aveva il lavandino intasato.,0,1,0,0,0,0,0,0
"Tutto  Il personale egiziano er pigro e inefficiente, totale mancanza di gentilezza e correttezza.",0,0,0,1,0,0,0,0
"Ottima prima colazione, completa e ben sistemata nella sala .",0,0,1,0,0,0,0,0
"Personale eccezionale, disponibilissimo e gentilissimo",0,0,0,1,0,0,0,0
"Degni di lode sia il materasso ortopedico    FANTASTICO...big size...  che la possibilità di scegliere il cuscino, asseconda delle proprie esigenze.",0,1,0,0,0,0,0,0
Colazione ottima e abbondante Posizione ottimale di fronte a stazione ferroviaria,0,0,1,0,0,0,1,0
La cucina ho ordinato gli spaghetti di gragnano ma erano spaghetti normali e le vongole erano gelo nn veraci peccato per un hotel così curato,0,0,1,0,0,0,0,0
"se il bagno fosse un pò piu' moderno, sarebbe un ottimo hotel.",0,0,0,0,0,0,0,1
Personale molto gentile e disponibilissimo.,0,0,0,1,0,0,0,0
"Colazione molto minimal e con poca scelta per il salato, niente frigobar in camera.",0,0,1,0,0,0,0,0
E' presente il servizio reception 24h 24 e i ragazzi che vi lavorano sono tutti molto gentili.,0,0,1,1,0,0,0,0
"buona colazione, abbondante e genuina, prezzo onesto, bagno decente, personale professionale e cortese",0,1,1,1,1,0,0,0
La posizione consente di raggiungere il centro in dieci minuti a piedi,0,0,0,0,0,0,1,0
"Camera grande , ma un po datata, così come il bagno, fermo restando che ci tornerei, in quanto pulita e confortevole.",1,1,0,0,0,0,0,1
"colazione abbastanza abbondante , staff  molto gentile , camera molto silenziosa, aria condizionata ideale",0,1,1,1,0,0,0,0
"Le stanze, pulite comode e ampie.",1,1,0,0,0,0,0,0
"Sicuramente lo staff, Steve che lo trovate all'accoglienza è stato molto disponibile nei nostri confronti, indicandoci la metro, i punti di ristoro, su come arrivare in determinati punti della città e procurandoci tutto quello che serviva per il nostro pernottamento.",0,0,0,1,0,0,0,0
Manca porta rifiuti al tavolo della colazione.,0,0,1,0,0,0,0,0
"Seppur breve, il soggiorno è stato molto piacevole.",0,0,0,0,1,0,0,0
"Buon Hotel in pieno centro, camera confortevole e bagno delle giuste dimensioni",0,1,0,0,0,0,0,0
"Camere un po' piccole ma tutto con tutto al suo posto, in un 4 stelle superior necessaria la presenza delle ciabatte marchiate dell'hotel e dell'accappatoio al posto del telo.",0,1,0,0,0,0,0,0
"Piatto doccia che si allaga a doccia in funzione, telecomando TV con pulsante di spegnimento non funzionante, cappuccio e caffè da macchinetta automatica.",0,1,1,0,0,0,0,0
"Buona colazione, ampie camere e pulizia",1,1,1,0,0,0,0,0
super panorama dalla sala breakfast... e sfogliatelle ottime.,0,0,1,0,0,0,1,0
"Colazione eccezionale, personale cordiale e gentilissimo, edificio molto bello ed elegante",0,1,1,1,0,0,0,0
"Vicinanza alla stazione, posizione in via laterale tranquilla a due passi dai portici con le tipiche osterie bolognesi",0,0,0,0,0,0,1,0
Il Personale del ricevimento non conosce l'abc dell'accoglienza del cliente.,0,0,0,1,0,0,0,0
Bella camera spaziosa ed accogliente.,0,1,0,0,0,0,0,0
"la colazione di basso livello non in linea con un hotel tre stelle,.",0,0,1,0,0,0,0,0
"Location importante, educazione e pulizia.",1,0,0,1,0,0,1,0
La pozione ottima davanti alla stazione.,0,0,0,0,0,0,1,0
"per chi non è abituato ai palazzi antichi del centro storico di Napoli, la facciata del palazzo e le scale possono dare l'idea di una struttura fatiscente.",0,0,0,0,0,0,0,1
Colazione un po' scarna ... parcheggio non presente ... stanza un po' impolverata,1,0,1,0,0,0,0,0
Camera lato monte bunker Temperatura camera esagerata,0,1,0,0,0,0,0,0
Non è così vicino al centro storico come speravo,0,0,0,0,0,0,1,0
la seconda volta che soggiorno in questo albergo mi trovo sempre molto bene.,0,0,0,0,0,0,0,1
